Date,TV_Spend,Digital_Spend,Social_Media_Spend,Print_Spend,Discount_Applied,Sales,Units_Sold,Campaign_Type,Product_Type,Region
2024-10-17,75206,19067,13252,15265,10,222294.4,4179,New Product Launch,Cat Food,North
2024-05-10,46607,51963,35844,16340,10,238450.3,4354,Brand Awareness,Cat Toys,North
2024-08-16,33993,45728,35151,19240,5,210206.2,4933,Discount Offer,Dog Food,East
2024-04-17,54386,47317,28365,19552,15,244840.7,6774,Discount Offer,Dog Toys,West
2024-06-20,56287,46416,11026,6351,20,211607.30000000002,4588,New Product Launch,Cat Food,East
2024-04-11,18210,57012,37767,11980,15,191888.4,5760,Brand Awareness,Dog Toys,North
2024-12-19,20922,55049,33523,16013,20,195712.40000000002,4604,Discount Offer,Dog Toys,East
2024-01-12,46289,17509,15482,12190,20,158168.9,6228,Discount Offer,Dog Food,West
2024-10-01,43340,36400,30108,8827,15,193912.30000000002,4173,New Product Launch,Cat Food,West
2024-04-10,49850,63270,5493,13861,20,231931.7,6401,New Product Launch,Dog Toys,South
2024-02-13,66984,21533,21465,18005,5,227315.0,4353,Discount Offer,Cat Food,East
2024-10-31,21094,68879,34550,19645,10,219970.0,5338,Brand Awareness,Cat Food,East
2024-01-17,43418,64833,18833,7646,20,230457.7,4433,Discount Offer,Cat Food,North
2024-11-25,15741,29670,7970,5266,15,96667.6,6952,Discount Offer,Dog Toys,West
2024-02-26,78798,18932,37779,14630,10,261598.8,6329,Brand Awareness,Dog Food,East
2024-11-06,32164,62363,34958,15885,5,230143.6,4258,New Product Launch,Dog Food,North
2024-10-29,45595,60809,22145,12434,20,235768.9,4867,Brand Awareness,Dog Toys,South
2024-01-12,40257,53328,6806,18644,20,200825.6,6606,Brand Awareness,Cat Toys,East
2024-11-13,24211,51784,10664,6022,10,155301.0,6052,Brand Awareness,Cat Food,East
2024-03-20,15232,38723,33900,12947,20,160514.2,6003,Brand Awareness,Cat Food,North
2024-08-03,77753,15719,19126,7037,15,224707.40000000002,4595,New Product Launch,Dog Food,North
2024-12-04,62691,15074,10154,19785,10,196993.3,5668,Discount Offer,Dog Toys,West
2024-09-20,35613,41498,27208,13756,10,189391.2,4393,Seasonal Sale,Dog Toys,West
2024-05-28,24026,46345,18767,12778,20,163043.69999999998,4335,New Product Launch,Cat Toys,West
2024-03-21,63535,35541,25043,18558,5,236681.90000000002,6110,Brand Awareness,Cat Toys,East
2024-08-02,40908,60929,6525,6059,5,196858.4,4043,Discount Offer,Dog Food,North
2024-07-16,62113,49917,38528,6424,5,260179.5,6200,Discount Offer,Cat Toys,West
2024-07-18,29610,41028,21978,9123,5,175979.9,4853,Brand Awareness,Cat Toys,East
2024-01-25,56646,44545,6055,5219,10,207704.4,4274,New Product Launch,Dog Toys,West
2024-03-29,73185,29033,15046,5405,10,225329.2,4425,Brand Awareness,Dog Toys,South
2024-09-24,57574,46673,20678,14829,20,241151.0,4482,Discount Offer,Cat Toys,East
2024-05-22,46182,45974,31624,19086,5,237791.4,4213,Discount Offer,Dog Food,West
2024-02-28,10570,38097,10255,7318,5,107954.3,6126,New Product Launch,Cat Toys,West
2024-12-30,29288,51975,14411,14951,20,180923.80000000002,4138,Seasonal Sale,Dog Food,South
2024-01-26,39877,42608,38971,14866,20,221812.80000000002,4949,Brand Awareness,Cat Toys,South
2024-02-16,10917,38525,36235,13983,20,151092.8,4097,Seasonal Sale,Dog Toys,West
2024-10-14,74575,30043,24194,16774,15,250419.69999999998,4663,Discount Offer,Dog Toys,West
2024-09-22,49104,56846,24476,10058,20,242629.0,6245,Seasonal Sale,Dog Food,North
2024-01-16,28062,26725,8044,6309,20,125715.2,6832,Brand Awareness,Cat Toys,West
2024-07-17,26999,51704,26057,12621,15,193569.5,6203,Brand Awareness,Cat Toys,West
2024-10-08,71845,57075,8514,17025,5,274460.8,5073,Discount Offer,Dog Food,North
2024-03-26,19941,65227,14990,9929,10,184508.4,4478,New Product Launch,Cat Toys,North
2024-09-06,71169,68028,12507,17604,5,285423.8,6275,New Product Launch,Cat Food,West
2024-09-26,33470,52383,9857,18608,10,183727.7,6569,Discount Offer,Dog Toys,North
2024-11-30,69821,44483,17118,19673,10,259136.40000000002,6196,Brand Awareness,Dog Toys,East
2024-04-26,54435,22265,8146,14522,20,182125.90000000002,5081,New Product Launch,Dog Food,South
2024-01-07,14529,37763,31401,17638,20,157110.5,4161,Seasonal Sale,Cat Toys,East
2024-05-16,22192,25116,31177,13702,15,146038.6,6910,Discount Offer,Dog Food,South
2024-06-24,44087,30733,9414,15764,5,169746.69999999998,5500,Seasonal Sale,Cat Food,South
2024-11-23,76677,61660,22494,17121,5,298807.89999999997,5450,Brand Awareness,Cat Toys,West
2024-11-10,14627,40502,25437,13683,10,144589.69999999998,4394,New Product Launch,Cat Food,South
2024-08-02,66541,52420,8937,19219,20,250482.3,4800,Brand Awareness,Dog Food,East
2024-03-22,78226,58241,26326,6617,20,291672.4,4185,Seasonal Sale,Dog Toys,West
2024-08-10,13255,24247,13974,15248,5,104907.1,4557,Brand Awareness,Cat Food,North
2024-04-12,67433,38840,22500,6520,15,237095.0,5980,Brand Awareness,Cat Toys,East
2024-09-29,15213,36058,6750,12892,20,122106.2,4445,Discount Offer,Dog Food,West
2024-01-14,29404,64693,9027,6583,15,181653.19999999998,4829,Discount Offer,Dog Food,South
2024-06-07,35380,49929,10745,11704,5,184135.9,6134,Brand Awareness,Dog Food,East
2024-05-31,29173,33635,26448,12988,5,170783.9,5272,Discount Offer,Dog Toys,South
2024-04-17,63027,40628,33451,11583,15,246199.5,5813,Brand Awareness,Dog Food,West
2024-07-06,33989,46362,33207,6575,20,201509.9,6485,Seasonal Sale,Dog Food,West
2024-10-27,34519,35953,10938,17138,5,163298.90000000002,4515,Discount Offer,Dog Toys,North
2024-04-07,32439,34128,17150,11935,10,164498.5,5600,Brand Awareness,Dog Food,North
2024-05-10,24995,62356,18406,14953,5,200568.5,4946,Discount Offer,Dog Food,East
2024-10-19,33559,27061,24781,15183,20,166249.0,5225,Brand Awareness,Cat Food,North
2024-06-19,15021,21041,23325,16371,10,125944.6,5598,Discount Offer,Dog Food,South
2024-07-01,31119,27673,8148,18556,5,143679.7,5678,New Product Launch,Dog Toys,South
2024-12-29,61539,36059,33879,16518,20,249942.09999999998,4755,Brand Awareness,Cat Food,North
2024-02-08,49350,49328,12933,11176,20,212519.2,6844,New Product Launch,Dog Food,North
2024-01-15,56223,59722,14436,14238,5,243426.0,6733,Brand Awareness,Dog Toys,North
2024-01-04,35517,32548,22669,16084,20,177576.19999999998,4324,New Product Launch,Cat Toys,East
2024-12-14,32250,30078,11474,7613,15,138117.1,6670,Brand Awareness,Dog Food,East
2024-07-28,76798,20419,16228,8892,10,228861.30000000002,4686,Discount Offer,Cat Toys,South
2024-06-09,64199,50490,38538,17336,15,288505.2,5498,New Product Launch,Cat Food,East
2024-01-16,69546,25550,6843,13653,5,209127.9,5688,Discount Offer,Dog Toys,East
2024-04-17,13327,64622,5073,11733,15,156720.9,5999,Brand Awareness,Cat Food,West
2024-11-06,39768,45337,21059,9431,5,202565.4,6447,Discount Offer,Cat Toys,South
2024-08-14,74418,16468,25733,13112,5,234111.80000000002,4867,Brand Awareness,Cat Toys,South
2024-06-18,52788,39309,30395,6381,20,214798.6,4216,Discount Offer,Cat Toys,North
2024-02-03,56830,15808,25202,14337,20,196604.1,6856,New Product Launch,Dog Toys,West
2024-09-07,62446,39747,18273,8515,5,227969.6,5000,Brand Awareness,Cat Toys,North
2024-09-03,25160,21719,38099,9454,10,146486.69999999998,5988,Discount Offer,Cat Toys,East
2024-09-25,66583,31363,12512,12769,10,225000.8,4931,Brand Awareness,Dog Toys,South
2024-05-20,43998,43718,33231,11489,10,211247.1,6012,Brand Awareness,Cat Toys,East
2024-09-30,37230,43801,28274,13384,15,196704.69999999998,4239,Brand Awareness,Dog Food,East
2024-04-05,19076,58359,27409,18727,5,189507.0,5209,Seasonal Sale,Cat Toys,West
2024-08-14,79341,52841,10113,18688,20,279748.9,4047,Brand Awareness,Dog Toys,West
2024-02-08,41085,23012,7881,8534,15,153946.6,5248,Discount Offer,Cat Toys,South
2024-10-28,65571,33029,24249,5755,15,228863.8,5167,Seasonal Sale,Dog Toys,South
2024-01-29,24715,61660,17714,14876,20,192338.4,4874,Discount Offer,Cat Toys,West
2024-11-13,15750,56017,13656,7525,5,157104.2,5897,Seasonal Sale,Dog Food,West
2024-09-01,45903,65281,10741,5827,15,228593.40000000002,6179,Brand Awareness,Dog Toys,West
2024-08-23,42093,62915,21661,14081,5,236963.80000000002,4624,New Product Launch,Dog Toys,West
2024-07-03,44314,65505,36555,9748,5,257137.3,5859,New Product Launch,Dog Toys,South
2024-09-28,58225,15767,33690,15647,5,207739.2,5970,Brand Awareness,Dog Toys,South
2024-08-23,45179,18895,37833,7333,20,190208.4,4600,Seasonal Sale,Cat Toys,East
2024-08-26,35338,67606,10704,19209,5,212629.69999999998,6720,Discount Offer,Cat Toys,East
2024-09-22,79681,57968,17175,9946,15,291892.6,6381,New Product Launch,Dog Food,East
2024-12-24,42101,55097,17696,13302,20,220895.90000000002,5943,Brand Awareness,Dog Food,South
2024-12-05,12775,30332,33054,17907,20,147540.5,5816,Brand Awareness,Cat Toys,North
2024-03-05,55619,29621,26076,13046,15,216789.30000000002,6083,Seasonal Sale,Cat Food,East
2024-06-25,55838,26334,19986,13984,20,198947.6,6825,New Product Launch,Dog Toys,North
2024-01-03,29539,33174,19440,19385,15,172974.5,5648,Brand Awareness,Cat Toys,North
2024-05-21,67124,48653,12960,12181,10,252040.6,5827,New Product Launch,Dog Food,North
2024-06-06,75149,55502,27462,18445,15,297321.9,4222,Discount Offer,Dog Toys,West
2024-11-19,36616,51674,22821,17875,20,215094.7,5746,Brand Awareness,Dog Food,South
2024-05-25,64567,52260,32258,15835,15,283213.1,4529,Brand Awareness,Cat Food,South
2024-10-19,47099,57498,32353,8414,10,246463.0,6288,Discount Offer,Dog Toys,East
2024-06-01,71799,17073,28416,14501,5,238224.80000000002,4133,Brand Awareness,Cat Food,East
2024-07-11,35479,64464,27115,19245,5,238908.5,4390,Seasonal Sale,Cat Food,South
2024-03-13,56172,21269,29968,11457,5,203659.80000000002,4101,Discount Offer,Cat Food,West
2024-10-31,65863,69469,27731,11749,20,293947.60000000003,6040,Seasonal Sale,Cat Toys,South
2024-12-09,52043,32194,27785,5296,10,198171.6,6728,Discount Offer,Dog Food,North
2024-05-19,25408,41811,18828,14821,15,163572.2,6545,Discount Offer,Dog Toys,South
2024-07-05,67980,21841,9541,5568,15,205804.5,6558,Seasonal Sale,Cat Toys,West
2024-10-19,26351,58723,18311,10283,15,189129.0,6750,Discount Offer,Dog Food,South
2024-03-01,14131,49800,35531,18119,15,178926.1,6000,New Product Launch,Cat Toys,South
2024-07-16,54825,24699,19588,12664,20,195692.5,4948,Seasonal Sale,Dog Food,South
2024-10-21,21349,60505,17380,17897,20,190769.2,5568,Discount Offer,Dog Toys,North
2024-11-14,70931,25762,22818,17303,10,237191.90000000002,4840,Seasonal Sale,Dog Toys,East
2024-10-28,54254,54897,35857,12511,15,264010.0,6053,Discount Offer,Dog Toys,West
2024-12-09,48225,66857,26711,10465,5,253181.2,4193,Discount Offer,Dog Toys,North
2024-01-11,22453,56556,10097,13263,20,170428.69999999998,4741,New Product Launch,Dog Food,South
2024-03-02,28814,17147,33393,17557,10,160016.80000000002,6959,New Product Launch,Cat Toys,South
2024-11-28,28263,48383,27076,9382,10,190339.90000000002,4472,New Product Launch,Dog Toys,East
2024-08-13,25735,48715,23738,5065,20,167346.6,6263,Discount Offer,Dog Toys,East
2024-06-01,25830,53445,34317,5879,5,193771.8,6923,New Product Launch,Dog Toys,East
2024-07-17,57893,68803,12044,13259,5,267881.19999999995,4037,Seasonal Sale,Cat Food,North
2024-02-21,54673,55634,10497,14408,15,240387.19999999998,5698,Discount Offer,Dog Toys,West
2024-09-16,55066,17013,18751,12222,20,185878.90000000002,4470,Seasonal Sale,Dog Toys,East
2024-02-28,13373,35081,34882,16219,5,145673.8,6499,New Product Launch,Dog Food,South
2024-03-12,20335,31874,27449,18690,20,157009.8,5513,Discount Offer,Cat Food,West
2024-05-27,33741,68502,38402,10069,10,237467.3,5012,Seasonal Sale,Dog Food,South
2024-12-14,20692,66580,37543,8239,10,207521.5,5783,Brand Awareness,Cat Toys,South
2024-03-03,57295,52755,34362,16672,10,269885.1,5966,Seasonal Sale,Cat Food,West
2024-11-05,55541,23733,32315,5507,20,203250.2,4102,Discount Offer,Dog Food,North
2024-08-30,44057,24479,32746,12704,15,183168.1,5734,Brand Awareness,Dog Food,West
2024-12-31,76983,24825,15057,16906,15,240868.5,5735,New Product Launch,Cat Toys,East
2024-11-25,29583,36304,26061,16076,5,180549.80000000002,4041,New Product Launch,Cat Toys,West
2024-04-16,32765,50694,39157,6125,20,207941.9,6994,Seasonal Sale,Dog Toys,East
2024-08-13,69287,55050,16322,5885,15,261678.9,6113,New Product Launch,Dog Toys,East
2024-11-08,33906,30635,9276,7841,20,142678.8,6990,Seasonal Sale,Cat Food,West
2024-08-05,56525,63615,17306,12975,15,257517.2,4192,Seasonal Sale,Cat Food,West
2024-08-28,48230,35760,39017,17069,10,221098.3,5061,Seasonal Sale,Cat Toys,East
2024-09-15,29520,24490,32742,11565,10,160711.9,6549,Seasonal Sale,Cat Food,South
2024-09-18,61934,36252,36600,11083,5,253884.3,5676,Discount Offer,Dog Toys,West
2024-01-05,35566,54754,22629,9870,10,206468.8,6711,Discount Offer,Cat Toys,North
2024-09-17,40134,21862,13245,7525,15,155872.5,6399,Brand Awareness,Dog Food,East
2024-02-23,20345,59927,36414,14117,5,198972.0,4325,Brand Awareness,Cat Toys,South
2024-02-16,51185,19423,35098,9215,5,191683.6,5120,New Product Launch,Cat Food,West
2024-08-02,43455,25450,15588,6938,10,159415.4,4107,Discount Offer,Dog Toys,West
2024-06-25,38018,55927,5442,17006,20,199441.5,6678,Brand Awareness,Dog Toys,South
2024-01-09,64219,49841,16803,16554,10,259104.5,6198,Discount Offer,Dog Food,North
2024-04-08,55991,37554,15599,17775,10,222342.3,5097,Discount Offer,Dog Food,East
2024-01-20,19486,64853,12058,8232,5,177456.30000000002,6925,New Product Launch,Cat Toys,West
2024-08-28,48862,46826,22206,8744,10,209999.6,4334,New Product Launch,Dog Toys,North
2024-03-01,68870,57879,16894,11221,15,274038.4,5942,Seasonal Sale,Dog Food,East
2024-06-26,53856,21825,7939,8465,5,175727.8,6039,Discount Offer,Dog Food,North
2024-12-03,41379,58420,27149,5440,10,221321.8,4803,Seasonal Sale,Cat Toys,East
2024-03-02,74729,27454,6031,16803,20,231220.5,5848,Seasonal Sale,Cat Toys,East
2024-05-24,38378,39251,15208,5461,15,170602.2,4766,Seasonal Sale,Dog Toys,North
2024-08-03,64353,35648,5562,13803,20,217202.69999999998,5277,Discount Offer,Cat Food,East
2024-01-03,59996,55736,25951,10413,15,252747.5,5408,Discount Offer,Cat Food,West
2024-06-08,24031,39530,33351,16663,20,181857.5,6306,Seasonal Sale,Dog Toys,West
2024-08-14,75982,27516,23680,10755,10,239635.5,6829,Discount Offer,Cat Food,North
2024-09-25,46683,62058,26586,10012,15,239683.40000000002,5488,Seasonal Sale,Dog Toys,North
2024-04-29,27618,55544,14308,8163,5,170917.9,4033,Brand Awareness,Dog Toys,East
2024-03-29,16587,23558,14609,11752,5,114392.0,6373,Discount Offer,Dog Food,East
2024-11-24,72790,23719,34495,5005,20,245592.0,4836,New Product Launch,Cat Food,North
2024-03-08,41480,19886,22675,9776,20,159696.6,6738,New Product Launch,Dog Toys,South
2024-12-22,30527,43185,33064,12038,20,191789.09999999998,6024,Seasonal Sale,Cat Food,North
2024-04-07,33569,68087,13720,11414,15,205329.9,5639,Brand Awareness,Cat Food,South
2024-09-23,21151,52387,19457,10739,5,175702.8,4738,Discount Offer,Cat Toys,South
2024-04-14,69174,36575,7939,8970,10,223907.3,5489,Seasonal Sale,Cat Food,North
2024-11-18,54739,61724,28365,16050,15,267654.0,6791,Brand Awareness,Dog Toys,North
2024-05-02,42954,58113,10392,7606,20,201583.5,5327,Brand Awareness,Dog Food,North
2024-01-29,45303,54643,30905,5098,5,222377.3,5885,Discount Offer,Cat Food,South
2024-05-16,44700,25100,12972,5525,20,156670.9,6894,New Product Launch,Dog Toys,West
2024-07-13,77568,22856,35653,11337,10,262215.30000000005,4116,New Product Launch,Cat Toys,West
2024-08-13,76788,53169,31329,6180,10,287100.3,5504,Brand Awareness,Cat Food,North
2024-11-27,47842,43804,24184,13067,5,217011.5,6697,New Product Launch,Dog Food,North
2024-06-18,23900,50790,19799,14881,15,175373.9,6450,Brand Awareness,Cat Food,East
2024-01-09,11881,45988,20052,14330,10,137991.4,6033,Brand Awareness,Dog Toys,East
2024-02-09,43037,59443,11044,9491,10,218822.4,5699,Brand Awareness,Cat Food,East
2024-01-25,11630,25912,24871,18057,10,127048.9,5923,New Product Launch,Cat Food,North
2024-09-17,30789,53506,28767,10922,10,205356.6,5610,Seasonal Sale,Cat Toys,West
2024-08-13,56151,62894,25234,8071,20,263124.9,6280,New Product Launch,Cat Food,West
2024-05-03,58920,37368,26381,10641,20,230976.30000000002,6976,Seasonal Sale,Dog Food,North
2024-02-07,77231,16770,22274,16119,15,229166.69999999998,5307,New Product Launch,Cat Food,North
2024-11-23,13262,27305,27304,12381,5,122237.40000000001,6527,Discount Offer,Cat Toys,South
2024-09-07,76981,24969,22572,7792,5,238109.1,4975,Discount Offer,Dog Toys,South
2024-06-24,64722,27404,30965,9778,5,225405.8,6056,New Product Launch,Cat Food,West
2024-03-30,60818,23989,23384,18844,10,215213.69999999998,4714,Discount Offer,Cat Food,East
2024-02-06,39932,50983,22855,5014,20,203711.9,5925,Discount Offer,Cat Toys,West
2024-11-11,16901,59748,22920,7415,20,174034.5,6426,Discount Offer,Cat Toys,South
2024-06-24,18597,54462,21702,7685,15,158479.9,6428,Discount Offer,Cat Toys,West
2024-10-10,73909,34360,6894,16092,5,231811.0,4843,Seasonal Sale,Cat Food,South
2024-03-21,18263,35121,35985,14428,20,157886.3,4359,Brand Awareness,Dog Food,South
2024-04-23,73293,41287,33287,13159,15,277959.8,6223,Seasonal Sale,Cat Toys,East
2024-02-09,35805,64904,12991,12926,5,214550.80000000002,4484,Brand Awareness,Dog Toys,East
2024-10-27,21874,58429,20439,9100,10,176075.3,5428,Brand Awareness,Cat Food,South
2024-08-11,24079,49160,34084,11374,20,183957.19999999998,6080,New Product Launch,Dog Toys,North
2024-11-13,59850,21789,32659,11004,20,214121.69999999998,5488,New Product Launch,Dog Toys,East
2024-12-14,19018,42181,29976,10521,5,153930.80000000002,4695,New Product Launch,Dog Food,South
2024-04-24,59500,29385,22107,16412,10,227557.1,6204,New Product Launch,Dog Toys,North
2024-07-04,22100,32061,7329,14799,10,127942.20000000001,4564,New Product Launch,Cat Toys,North
2024-11-18,67021,15105,7770,16755,20,202355.0,5831,Seasonal Sale,Cat Toys,West
2024-02-25,29800,59247,9846,12155,5,180879.2,4201,Seasonal Sale,Cat Food,West
2024-02-09,73400,36137,21651,8297,15,243682.40000000002,5198,Discount Offer,Dog Food,East
2024-12-19,39437,49714,19633,7633,20,200364.9,5267,Seasonal Sale,Dog Food,North
2024-02-09,56675,20544,18628,8890,10,195066.6,6970,Seasonal Sale,Dog Toys,East
2024-12-12,29942,65247,5569,17456,15,193156.9,5469,New Product Launch,Dog Food,South
2024-08-24,30862,28275,6973,16000,5,136227.1,4073,Discount Offer,Dog Toys,East
2024-10-15,21669,54753,38038,5791,10,196805.2,4095,Seasonal Sale,Dog Toys,North
2024-09-18,63772,49550,12641,14191,15,249651.30000000002,5896,Seasonal Sale,Dog Food,West
2024-08-03,25916,68693,13930,5151,20,193919.6,4172,Discount Offer,Cat Food,East
2024-05-26,20878,34641,11680,8063,10,124225.8,5922,Brand Awareness,Dog Toys,West
2024-12-01,12985,21213,6257,11367,5,84204.6,6202,New Product Launch,Cat Toys,East
2024-06-16,51235,29485,13250,17791,10,189745.6,6336,Seasonal Sale,Cat Toys,South
2024-04-01,28931,30605,33757,12904,20,163803.3,4257,Seasonal Sale,Dog Food,North
2024-12-18,10336,52637,9858,18861,5,144689.2,6221,Discount Offer,Dog Food,East
2024-02-28,52933,65713,18491,7091,20,252364.80000000002,4329,Seasonal Sale,Dog Toys,South
2024-02-28,55536,35390,30294,9599,15,227868.69999999998,5254,New Product Launch,Dog Toys,South
2024-10-30,79504,24867,11908,17274,10,235338.5,6806,Seasonal Sale,Cat Toys,South
2024-06-17,61148,18981,15844,17218,20,207120.09999999998,4160,Brand Awareness,Dog Toys,West
2024-09-25,26279,24493,7911,12408,15,131354.5,4185,New Product Launch,Cat Toys,West
2024-12-28,78665,20682,13991,7977,5,231714.90000000002,4142,Brand Awareness,Dog Toys,South
2024-02-14,76670,20782,16572,5842,5,224058.6,6954,Discount Offer,Cat Food,South
2024-12-10,64028,65095,34693,17638,15,296711.89999999997,4639,New Product Launch,Cat Food,East
2024-06-29,28108,68702,22493,8793,15,204810.9,6074,Seasonal Sale,Cat Toys,East
2024-06-18,62495,44799,22634,15262,5,243086.5,4201,New Product Launch,Cat Food,North
2024-12-21,66830,56905,29561,6659,20,270275.6,5614,New Product Launch,Cat Food,East
2024-07-09,62509,31984,23033,13789,15,222929.5,6717,New Product Launch,Dog Food,North
2024-06-03,76406,60780,12351,10162,20,279478.4,4471,Brand Awareness,Dog Toys,North
2024-07-06,49519,37760,30921,15705,5,217212.7,6306,Discount Offer,Dog Food,North
2024-01-07,59649,40993,24340,17327,20,239285.2,6102,New Product Launch,Cat Toys,West
2024-05-12,44524,16524,19901,11446,20,162749.80000000002,4910,Seasonal Sale,Dog Food,East
2024-08-22,43885,67918,15638,9270,15,224846.6,5571,New Product Launch,Cat Toys,South
2024-02-14,54369,64402,26378,18286,20,272067.2,5029,New Product Launch,Cat Food,North
2024-11-09,40676,41120,27820,8603,20,200912.3,6601,Discount Offer,Dog Food,South
2024-09-05,74093,15078,30060,18772,20,241221.2,5073,Seasonal Sale,Cat Food,North
2024-01-31,57764,50891,37642,11764,5,260215.3,6159,Seasonal Sale,Dog Toys,East
2024-01-23,60799,40473,30378,6216,5,240631.7,6193,Brand Awareness,Cat Food,North
2024-06-08,41923,54832,13150,7291,10,199709.1,4229,Seasonal Sale,Dog Toys,East
2024-12-28,57574,60836,29059,18123,5,275794.1,5746,Seasonal Sale,Cat Food,South
2024-06-06,53391,23417,39525,19615,5,216170.0,6544,Seasonal Sale,Dog Food,East
2024-02-08,63664,28362,23193,8811,10,214114.7,5329,New Product Launch,Dog Food,South
2024-03-22,77384,16209,32801,18347,10,257733.40000000002,4460,Brand Awareness,Cat Food,East
2024-12-21,41027,52921,31246,19892,15,239052.90000000002,4806,Seasonal Sale,Cat Toys,North
2024-09-14,45464,19898,17807,9993,15,165482.69999999998,5931,Seasonal Sale,Cat Toys,North
2024-07-24,44485,33562,22535,18851,5,199167.1,6273,Seasonal Sale,Dog Toys,East
2024-03-17,29456,25871,10492,10142,20,127536.09999999999,4058,New Product Launch,Dog Toys,South
2024-01-12,45554,22610,36357,11862,15,188321.6,5099,New Product Launch,Cat Food,South
2024-10-21,56922,58845,11302,14123,15,249393.19999999998,6475,Brand Awareness,Dog Food,South
2024-08-11,23409,42382,37314,15330,5,179096.8,4727,Discount Offer,Dog Toys,East
2024-01-13,79327,30791,9747,11533,20,243484.19999999998,5155,Brand Awareness,Cat Food,East
2024-02-15,46639,50312,15686,17194,10,220124.6,6979,New Product Launch,Dog Toys,East
2024-06-03,73627,53290,23891,12526,10,275533.8,4497,Seasonal Sale,Dog Food,East
2024-04-22,29692,17370,34928,19885,5,159401.1,6863,Seasonal Sale,Dog Toys,South
2024-08-20,64200,34665,12494,7978,5,222194.09999999998,4909,Brand Awareness,Cat Food,South
2024-01-17,67415,19710,34877,10347,20,234549.1,5328,Seasonal Sale,Dog Toys,West
2024-12-25,28074,15328,32981,18513,5,152354.5,6114,New Product Launch,Cat Toys,East
2024-08-10,25549,61451,19026,18661,5,200560.80000000002,4229,Brand Awareness,Dog Toys,West
2024-12-19,39963,53347,25422,17084,5,218419.3,4332,Discount Offer,Dog Food,East
2024-07-06,62265,35612,14244,12933,20,220048.09999999998,6324,New Product Launch,Dog Food,West
2024-12-09,26061,60890,38481,18349,5,218762.1,5896,New Product Launch,Dog Food,South
2024-12-30,68226,21794,28644,9595,15,225496.3,5607,Seasonal Sale,Dog Food,South
2024-06-11,38810,47888,13521,19010,20,205210.2,4720,New Product Launch,Cat Food,West
2024-11-21,70006,21749,6746,16110,15,216735.7,6191,New Product Launch,Dog Toys,North
2024-03-14,32800,61531,22591,15756,20,217736.30000000002,5274,Discount Offer,Dog Toys,East
2024-08-20,79460,65116,31718,11211,15,317422.69999999995,4690,Seasonal Sale,Dog Toys,West
2024-08-11,67767,35608,7696,14955,20,231771.7,4056,New Product Launch,Dog Toys,West
2024-11-14,38054,30450,17012,7170,10,165278.4,6355,Seasonal Sale,Cat Food,North
2024-02-29,55397,18675,19688,18996,5,198210.7,6221,New Product Launch,Dog Food,South
2024-11-30,23233,69846,28457,13527,5,214634.1,5485,Discount Offer,Dog Toys,West
2024-08-09,35068,33460,10036,14368,20,156109.0,4749,Seasonal Sale,Dog Toys,South
2024-02-06,75727,53411,34960,8021,15,293178.6,4677,Seasonal Sale,Dog Food,East
2024-10-04,35832,26560,27159,13970,10,175168.8,4559,Discount Offer,Cat Toys,North
2024-07-14,23682,69401,12910,12836,15,194165.1,5662,Brand Awareness,Cat Toys,South
2024-12-17,33383,65468,7693,6185,5,199143.1,5704,New Product Launch,Dog Food,West
2024-08-29,68160,65348,20858,8285,5,273946.1,5978,New Product Launch,Dog Toys,North
2024-11-19,33666,47463,33810,19221,15,216334.6,4348,Brand Awareness,Dog Food,North
2024-08-06,68817,46663,25092,8447,20,252146.6,5090,Seasonal Sale,Dog Toys,North
2024-07-10,44642,63151,28243,8991,20,238577.2,6377,Seasonal Sale,Dog Toys,North
2024-01-17,51830,18170,35505,18754,15,205657.4,6241,Discount Offer,Cat Toys,North
2024-01-12,20234,48123,12692,15662,5,159957.1,5178,Discount Offer,Cat Toys,East
2024-07-11,67616,43810,33555,18849,15,272776.9,5719,Discount Offer,Dog Toys,East
2024-01-22,19221,24718,11398,14130,5,123963.6,6313,Brand Awareness,Dog Toys,North
2024-04-29,21410,15028,12252,9899,15,100514.29999999999,6215,Brand Awareness,Dog Toys,West
2024-07-28,71413,62599,16721,17198,20,290697.5,6192,Seasonal Sale,Cat Toys,West
2024-11-01,11051,32397,22939,6935,10,125371.8,6233,Discount Offer,Dog Toys,East
2024-09-26,66563,58662,16825,13825,5,269643.5,4885,Seasonal Sale,Dog Food,South
2024-07-10,54757,56787,30251,14445,10,252544.2,4864,Brand Awareness,Cat Food,North
2024-06-23,61257,60406,29151,14274,20,280234.60000000003,6821,New Product Launch,Cat Food,West
2024-10-11,10307,62657,5036,15335,15,144633.2,4785,Seasonal Sale,Dog Toys,East
2024-07-22,66889,17024,33412,6285,20,223332.9,4456,Brand Awareness,Dog Food,East
2024-06-12,78895,53607,23171,13545,10,297440.2,4344,Discount Offer,Dog Toys,South
2024-09-07,45944,28503,37761,12479,20,212684.6,6782,New Product Launch,Dog Food,South
2024-08-14,48134,69943,20202,10255,20,252447.4,4553,New Product Launch,Cat Toys,West
2024-01-07,37323,25303,13060,6885,15,153928.0,5020,New Product Launch,Cat Toys,South
2024-01-29,35954,32138,13065,15010,10,158890.0,4787,Discount Offer,Dog Toys,South
2024-02-02,65021,40345,34873,10062,10,253157.30000000002,5819,New Product Launch,Cat Toys,North
